gene,transcript,FBID_KEY,contrast,estimate,abs_estimate,SE,t.ratio,p.value,ID_Notes_InteractionPlots,ID_Notes_AboutGeneFunction,FBID_KEY,ANNOTATION_SYMBOL,ASSOCIATED_GENE,REFSEQ,SYMBOL,#SUBMITTED ID,FBID_KEY,CG_Gene,GENE_SNAPSHOT,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,H_SAPIENS_ORTHOLOGS,LOCATION_MAX,LOCATION_MIN,M_MUSCULUS_ORTHOLOGS,NAME,SYMBOL
FBgn0262955,FBtr0082892,FBtr0082892,down - up,0.281859135,0.281859135,0.086410197,3.261873549,0.015656193,,,FBtr0082892,CG3180-RA,Polr2B,REFSEQ:NM_057358,Polr2B-RA,FBgn0262955,FBgn0262955,CG3180,RNA polymerase II subunit B (Polr2B) encodes a protein thought to be present in all RNA pol II complexes. [Date last reviewed: 2019-03-14],"transcription by RNA polymerase II ; GO:0006366 | involved_in non-traceable author statement <newline> DNA-templated transcription ; GO:0006351 | involved_in inferred from electronic annotation with InterPro:IPR007120, InterPro:IPR007121, InterPro:IPR007641, InterPro:IPR007642, InterPro:IPR007644, InterPro:IPR007645, InterPro:IPR007646, InterPro:IPR007647, InterPro:IPR015712, InterPro:IPR037033, InterPro:IPR037034 <newline> transcription by RNA polymerase II ; GO:0006366 | involved_in inferred from sequence or structural similarity with UniProtKB:P08518 <newline> transcription by RNA polymerase II ; GO:0006366 | <newline> DNA-templated transcription ; GO:0006351 |","RNA polymerase II, core complex ; GO:0005665 | part_of inferred from sequence or structural similarity with UniProtKB:P08518 <newline> RNA polymerase II, core complex ; GO:0005665 | part_of inferred from biological aspect of ancestor with PANTHER:PTN000466005 <newline> RNA polymerase II, core complex ; GO:0005665 | part_of inferred from direct assay <newline> RNA polymerase II, core complex ; GO:0005665 | part_of non-traceable author statement <newline> RNA polymerase II, core complex ; GO:0005665 |","RNA polymerase II activity ; GO:0001055 | contributes_to inferred from biological aspect of ancestor with PANTHER:PTN000466005 <newline> DNA binding ; GO:0003677 | enables inferred from electronic annotation with InterPro:IPR007120, InterPro:IPR007121, InterPro:IPR007641, InterPro:IPR007642, InterPro:IPR007644, InterPro:IPR007645, InterPro:IPR007646, InterPro:IPR037033, InterPro:IPR037034 <newline> ribonucleoside binding ; GO:0032549 | enables inferred from electronic annotation with InterPro:IPR015712 <newline> RNA polymerase II activity ; GO:0001055 | contributes_to inferred from sequence or structural similarity with UniProtKB:P08518 <newline> DNA-directed 5'-3' RNA polymerase activity ; GO:0003899 | enables non-traceable author statement <newline> DNA-directed 5'-3' RNA polymerase activity ; GO:0003899 | enables inferred from electronic annotation with InterPro:IPR007120, InterPro:IPR007121, InterPro:IPR007641, InterPro:IPR007642, InterPro:IPR007644, InterPro:IPR007645, InterPro:IPR007646, InterPro:IPR014724, InterPro:IPR015712, InterPro:IPR037033, InterPro:IPR037034 <newline> RNA polymerase II activity ; GO:0001055 | <newline> DNA binding ; GO:0003677 | <newline> ribonucleoside binding ; GO:0032549 | <newline> DNA-directed 5'-3' RNA polymerase activity ; GO:0003899 |",Hsap\POLR2B <newline> Hsap\POLR3B <newline> Hsap\POLR1B,14130111,14125791,Mmus\Polr2b <newline> Mmus\Polr3b <newline> Mmus\Polr1b <newline> Mmus\Mt1,RNA polymerase II subunit B,Polr2B
FBgn0260499,FBtr0339545,FBtr0339545,down - up,-0.278560669,0.278560669,0.071966856,-3.870679999,0.001877962,,,FBtr0339545,CG33472-RC,qvr,REFSEQ:NM_001299389,qvr-RC,FBgn0260499,FBgn0260499,CG33472,"quiver (qvr) encodes a Ly-6 protein. Ly-6 proteins are GPI-linked or secreted proteins that modulate the trafficking and/or activity of membrane protein targets, including the potassium channel encoded by Sh and nicotinic acetylcholine receptors. [Date last reviewed: 2019-03-14]","negative regulation of membrane potential ; GO:0045837 | involved_in inferred from genetic interaction with nAChRα4 <newline> sleep ; GO:0030431 | involved_in inferred from electronic annotation with InterPro:IPR031424 <newline> sleep ; GO:0030431 | involved_in inferred from genetic interaction with nAChRα4 <newline> positive regulation of circadian sleep/wake cycle, sleep ; GO:0045938 | involved_in inferred from mutant phenotype <newline> regulation of circadian sleep/wake cycle, sleep ; GO:0045187 | involved_in inferred from mutant phenotype <newline> regulation of synaptic transmission, cholinergic ; GO:0032222 | involved_in inferred from mutant phenotype <newline> regulation of synaptic transmission, cholinergic ; GO:0032222 | involved_in inferred from electronic annotation with InterPro:IPR031424 <newline> negative regulation of membrane potential ; GO:0045837 | <newline> sleep ; GO:0030431 | <newline> positive regulation of circadian sleep/wake cycle, sleep ; GO:0045938 | <newline> regulation of circadian sleep/wake cycle, sleep ; GO:0045187 | <newline> regulation of synaptic transmission, cholinergic ; GO:0032222 |",external side of plasma membrane ; GO:0009897 | located_in inferred from direct assay <newline> plasma membrane ; GO:0005886 | located_in inferred from direct assay <newline> external side of plasma membrane ; GO:0009897 | <newline> plasma membrane ; GO:0005886 |,acetylcholine receptor inhibitor activity ; GO:0030550 | enables inferred from genetic interaction with nAChRα3 inferred from genetic interaction with nAChRβ3 <newline> potassium channel activator activity ; GO:0099104 | enables inferred from direct assay <newline> GPI anchor binding ; GO:0034235 | enables inferred from direct assay <newline> acetylcholine receptor inhibitor activity ; GO:0030550 | <newline> potassium channel activator activity ; GO:0099104 | <newline> GPI anchor binding ; GO:0034235 |,-,11451604,11442505,-,quiver,qvr
FBgn0053113,FBtr0079042,FBtr0079042,down - up,0.276803034,0.276803034,0.061005597,4.537338306,0.000909724,,,FBtr0079042,CG33113-RA,Rtnl1,REFSEQ:NM_175973,Rtnl1-RA,FBgn0053113,FBgn0053113,CG33113,"Reticulon-like1 (Rtnl1) encodes a reticulon family member, with predicted intramembrane hairpin domains that can insert into the cytosolic face of the endoplasmic reticulum (ER), thereby curving it and promoting ER tubule formation. It is enriched on tubular ER, including axons and egg chamber fusomes. [Date last reviewed: 2018-11-15]",membrane bending ; GO:0097753 | involved_in traceable author statement <newline> endoplasmic reticulum tubular network organization ; GO:0071786 | involved_in inferred from mutant phenotype <newline> endoplasmic reticulum organization ; GO:0007029 | involved_in inferred from mutant phenotype <newline> endoplasmic reticulum tubular network membrane organization ; GO:1990809 | involved_in inferred from mutant phenotype <newline> membrane bending ; GO:0097753 | involved_in inferred from mutant phenotype <newline> membrane bending ; GO:0097753 | <newline> endoplasmic reticulum tubular network organization ; GO:0071786 | <newline> endoplasmic reticulum organization ; GO:0007029 | <newline> endoplasmic reticulum tubular network membrane organization ; GO:1990809 |,endomembrane system ; GO:0012505 | located_in inferred from high throughput direct assay <newline> fusome ; GO:0045169 | located_in inferred from direct assay <newline> endoplasmic reticulum tubular network membrane ; GO:0098826 | is_active_in inferred by curator from GO:0071786 <newline> smooth endoplasmic reticulum ; GO:0005790 | located_in inferred from direct assay <newline> axonal growth cone ; GO:0044295 | located_in inferred from direct assay <newline> endoplasmic reticulum membrane ; GO:0005789 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000107445 <newline> cytoplasm ; GO:0005737 | located_in inferred from direct assay <newline> axon ; GO:0030424 | located_in inferred from direct assay <newline> endoplasmic reticulum ; GO:0005783 | located_in inferred from direct assay <newline> cytosol ; GO:0005829 | located_in inferred from high throughput direct assay <newline> endoplasmic reticulum ; GO:0005783 | located_in inferred from high throughput direct assay <newline> endoplasmic reticulum membrane ; GO:0005789 | is_active_in inferred from direct assay <newline> axon ; GO:0030424 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000107559 <newline> endomembrane system ; GO:0012505 | <newline> fusome ; GO:0045169 | <newline> endoplasmic reticulum tubular network membrane ; GO:0098826 | <newline> smooth endoplasmic reticulum ; GO:0005790 | <newline> axonal growth cone ; GO:0044295 | <newline> endoplasmic reticulum membrane ; GO:0005789 | <newline> cytoplasm ; GO:0005737 | <newline> axon ; GO:0030424 | <newline> endoplasmic reticulum ; GO:0005783 | <newline> cytosol ; GO:0005829 |,phospholipid binding ; GO:0005543 | enables inferred from direct assay <newline> phospholipid binding ; GO:0005543 |,Hsap\RTN2 <newline> Hsap\PRR18 <newline> Hsap\RTN4 <newline> Hsap\RTN3 <newline> Hsap\RTN1,5009720,4992808,Mmus\Rtn2 <newline> Mmus\Prr18 <newline> Mmus\Rtn4 <newline> Mmus\Rtn3 <newline> Mmus\Rtn1 <newline> Mmus\Zan,Reticulon-like1,Rtnl1
FBgn0031436,FBtr0077745,FBtr0077745,down - up,-0.276409351,0.276409351,0.072403442,-3.817627222,0.002293072,,,FBtr0077745,CG3214-RA,ND-B17.2,REFSEQ:NM_134848,ND-B17.2-RA,FBgn0031436,FBgn0031436,CG3214,,"mitochondrial ATP synthesis coupled electron transport ; GO:0042775 | involved_in inferred from sequence or structural similarity with UniProtKB:Q9UI09 <newline> mitochondrial electron transport, NADH to ubiquinone ; GO:0006120 | involved_in inferred by curator from GO:0005747 <newline> mitochondrial respiratory chain complex I assembly ; GO:0032981 | involved_in inferred from electronic annotation with InterPro:IPR007763 <newline> response to oxidative stress ; GO:0006979 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000308146 <newline> mitochondrial ATP synthesis coupled electron transport ; GO:0042775 | <newline> mitochondrial electron transport, NADH to ubiquinone ; GO:0006120 | <newline> mitochondrial respiratory chain complex I assembly ; GO:0032981 | <newline> response to oxidative stress ; GO:0006979 |",mitochondrial respiratory chain complex I ; GO:0005747 | part_of inferred from biological aspect of ancestor with PANTHER:PTN000308146 <newline> membrane ; GO:0016020 | located_in inferred from electronic annotation with InterPro:IPR007763 <newline> mitochondrial respiratory chain complex I ; GO:0005747 | part_of inferred from direct assay <newline> mitochondrial respiratory chain complex I ; GO:0005747 | part_of inferred from sequence or structural similarity with UniProtKB:Q9UI09 <newline> mitochondrial respiratory chain complex I ; GO:0005747 | <newline> membrane ; GO:0016020 |,-,Hsap\NDUFA12 <newline> Hsap\NDUFAF2,2580172,2579201,Mmus\Ndufa12 <newline> Mmus\Ndufaf2,NADH dehydrogenase (ubiquinone) B17.2 subunit,ND-B17.2
FBgn0030694,FBtr0340114,FBtr0340114,down - up,-0.27419105,0.27419105,0.093320217,-2.938174146,0.041387871,,,FBtr0340114,CG15602-RB,CG15602,REFSEQ:NM_001298369,CG15602-RB,FBgn0030694,FBgn0030694,CG15602,,abscission ; GO:0009838 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN002504326 <newline> mitotic cytokinesis checkpoint signaling ; GO:0044878 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN002504326 <newline> abscission ; GO:0009838 | <newline> mitotic cytokinesis checkpoint signaling ; GO:0044878 |,cleavage furrow ; GO:0032154 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002504326 <newline> midbody ; GO:0030496 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002504326 <newline> centrosome ; GO:0005813 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002504326 <newline> cleavage furrow ; GO:0032154 | <newline> midbody ; GO:0030496 | <newline> centrosome ; GO:0005813 |,phosphatidylinositol-3-phosphate binding ; GO:0032266 | enables inferred from biological aspect of ancestor with PANTHER:PTN002504326 <newline> phosphatidylinositol-3-phosphate binding ; GO:0032266 |,Hsap\HGS <newline> Hsap\ZFYVE19 <newline> Hsap\ZFYVE1 <newline> Hsap\FYCO1,15800961,15799426,Mmus\Zfyve1 <newline> Mmus\Zfyve19 <newline> Mmus\Fyco1,-,CG15602
FBgn0035978,FBtr0301699,FBtr0301699,down - up,0.273414069,0.273414069,0.08140514,3.358683111,0.039539787,,,FBtr0301699,CG4347-RE,UGP,REFSEQ:NM_001169929,UGP-RE,FBgn0035978,FBgn0035978,CG4347,UGP (UGP) encodes an enzyme involved in hyperoxia response. [Date last reviewed: 2019-09-19],UDP-glucose metabolic process ; GO:0006011 | involved_in inferred from electronic annotation with InterPro:IPR016267 <newline> glycogen metabolic process ; GO:0005977 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000237130 <newline> UDP-glucose metabolic process ; GO:0006011 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000237130 <newline> response to hyperoxia ; GO:0055093 | involved_in inferred from mutant phenotype <newline> UDP-glucose metabolic process ; GO:0006011 | involved_in inferred from sequence or structural similarity with SGD:S000001518 <newline> glycogen biosynthetic process ; GO:0005978 | involved_in inferred from sequence or structural similarity with UniProtKB:Q16851 <newline> UDP-glucose metabolic process ; GO:0006011 | <newline> glycogen metabolic process ; GO:0005977 | <newline> response to hyperoxia ; GO:0055093 | <newline> glycogen biosynthetic process ; GO:0005978 |,cytoplasm ; GO:0005737 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000237130 <newline> cytosol ; GO:0005829 | located_in inferred from high throughput direct assay <newline> cytoplasm ; GO:0005737 | <newline> cytosol ; GO:0005829 |,UTP:glucose-1-phosphate uridylyltransferase activity ; GO:0003983 | enables inferred from electronic annotation with InterPro:IPR016267 <newline> UTP:glucose-1-phosphate uridylyltransferase activity ; GO:0003983 | enables inferred from sequence or structural similarity with SGD:S000001518 <newline> UTP:glucose-1-phosphate uridylyltransferase activity ; GO:0003983 | enables inferred from biological aspect of ancestor with PANTHER:PTN000237130 <newline> UTP:glucose-1-phosphate uridylyltransferase activity ; GO:0003983 |,Hsap\UGP2 <newline> Hsap\UAP1 <newline> Hsap\UAP1L1,9358935,9350867,Mmus\Ugp2 <newline> Mmus\Uap1l1 <newline> Mmus\Uap1,UDP-glucose pyrophosphorylase,UGP
FBgn0035917,FBtr0301157,FBtr0301157,down - up,0.272267181,0.272267181,0.064730102,4.206191117,0.002703559,,,FBtr0301157,CG6416-RN,Zasp66,REFSEQ:NM_001169914,Zasp66-RN,FBgn0035917,FBgn0035917,CG6416,"Z band alternatively spliced PDZ-motif protein 66 (Zasp66) encodes a scaffold protein that binds the product of Actn and localizes to Z-discs in muscle cells. It plays a role in muscle development, especially in myofibril assembly. [Date last reviewed: 2018-10-18]",actin cytoskeleton organization ; GO:0030036 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> myofibril assembly ; GO:0030239 | involved_in inferred from mutant phenotype <newline> mesoderm development ; GO:0007498 | involved_in inferred from expression pattern <newline> muscle structure development ; GO:0061061 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> actin cytoskeleton organization ; GO:0030036 | <newline> myofibril assembly ; GO:0030239 | <newline> mesoderm development ; GO:0007498 | <newline> muscle structure development ; GO:0061061 |,Z disc ; GO:0030018 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001198150 <newline> stress fiber ; GO:0001725 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> Z disc ; GO:0030018 | located_in inferred from direct assay <newline> filamentous actin ; GO:0031941 | part_of inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> adherens junction ; GO:0005912 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> Z disc ; GO:0030018 | <newline> stress fiber ; GO:0001725 | <newline> filamentous actin ; GO:0031941 | <newline> adherens junction ; GO:0005912 |,protein phosphatase 1 binding ; GO:0008157 | enables inferred from physical interaction with flw inferred from physical interaction with Pp1-13C inferred from physical interaction with Pp1α-96A inferred from physical interaction with Pp1-87B <newline> muscle alpha-actinin binding ; GO:0051371 | enables inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> actin binding ; GO:0003779 | enables inferred from biological aspect of ancestor with PANTHER:PTN001198141 <newline> muscle alpha-actinin binding ; GO:0051371 | enables inferred from physical interaction with Actn <newline> protein phosphatase 1 binding ; GO:0008157 | <newline> muscle alpha-actinin binding ; GO:0051371 | <newline> actin binding ; GO:0003779 |,Hsap\USH1C <newline> Hsap\PDZD11 <newline> Hsap\SYNJ2BP <newline> Hsap\NHERF1 <newline> Hsap\LNX1 <newline> Hsap\CYTIP <newline> Hsap\TAMALIN <newline> Hsap\LNX2 <newline> Hsap\PDZD3 <newline> Hsap\PARD3B <newline> Hsap\WHRN <newline> Hsap\GOPC <newline> Hsap\PATJ <newline> Hsap\DLG5 <newline> Hsap\FRMPD2 <newline> Hsap\PARD3 <newline> Hsap\GRIP1 <newline> Hsap\PDZK1 <newline> Hsap\GRID2IP <newline> Hsap\PDZD2 <newline> Hsap\NHERF2 <newline> Hsap\MPDZ <newline> Hsap\PDZD7 <newline> Hsap\SYNJ2BP-COX16 <newline> Hsap\PDLIM3 <newline> Hsap\PDLIM1 <newline> Hsap\PDLIM4 <newline> Hsap\PDLIM2 <newline> Hsap\LDB3 <newline> Hsap\PDLIM7 <newline> Hsap\PDLIM5 <newline> Hsap\PRICKLE4,8638813,8624371,Mmus\Tamalin <newline> Mmus\Il16 <newline> Mmus\Slc9a3r2 <newline> Mmus\Ush1c <newline> Mmus\Lnx2 <newline> Mmus\Slc9a3r1 <newline> Mmus\Pdzph1 <newline> Mmus\Cytip <newline> Mmus\Pdzd3 <newline> Mmus\Patj <newline> Mmus\Pdzd11 <newline> Mmus\Pdzd2 <newline> Mmus\Pard3b <newline> Mmus\Whrn <newline> Mmus\Dlg5 <newline> Mmus\Mpdz <newline> Mmus\Pdzk1 <newline> Mmus\Grid2ip <newline> Mmus\Lnx1 <newline> Mmus\Grip1 <newline> Mmus\Grip2 <newline> Mmus\Pard3 <newline> Mmus\Gm20498 <newline> Mmus\Synj2bp <newline> Mmus\Pdlim1 <newline> Mmus\Pdlim3 <newline> Mmus\Pdlim4 <newline> Mmus\Pdlim2 <newline> Mmus\Ldb3 <newline> Mmus\Pdlim5 <newline> Mmus\Pdlim7 <newline> Mmus\Prickle4,Z band alternatively spliced PDZ-motif protein 66,Zasp66
FBgn0026479,FBtr0335173,FBtr0335173,down - up,0.272216344,0.272216344,0.048695299,5.590197651,8.30926775385876e-07,,,FBtr0335173,CG3210-RB,Drp1,REFSEQ:NM_001273017,Drp1-RB,FBgn0026479,FBgn0026479,CG3210,Dynamin related protein 1 (Drp1) encodes a dynamin-like GTPase that mediates mitochondrial fission through a process that involves translocation to the mitochondrial outer membrane and oligomerization. It is required for normal neuronal development and maintenance of postmitotic neuronal function and viability. [Date last reviewed: 2018-09-27],positive regulation of mitochondrial fission ; GO:0090141 | involved_in inferred from mutant phenotype <newline> regulation of mitochondrial fission ; GO:0090140 | involved_in inferred from mutant phenotype <newline> mitochondrial fission ; GO:0000266 | involved_in inferred from mutant phenotype <newline> peroxisome fission ; GO:0016559 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN008520527 <newline> endocytosis ; GO:0006897 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN008520527 <newline> ventral furrow formation ; GO:0007370 | involved_in inferred from mutant phenotype <newline> mitochondrion localization ; GO:0051646 | involved_in inferred from mutant phenotype <newline> mitochondrial fission ; GO:0000266 | involved_in inferred from mutant phenotype inferred from genetic interaction with Pink1 <newline> intracellular distribution of mitochondria ; GO:0048312 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN008520527 <newline> lymph gland crystal cell differentiation ; GO:0035170 | acts_upstream_of_positive_effect inferred from genetic interaction with asrij <newline> mitochondrial fission ; GO:0000266 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN008520527 <newline> sperm mitochondrion organization ; GO:0030382 | involved_in inferred from mutant phenotype <newline> mitochondrion organization ; GO:0007005 | involved_in inferred from mutant phenotype <newline> positive regulation of mitochondrial fission ; GO:0090141 | <newline> regulation of mitochondrial fission ; GO:0090140 | <newline> mitochondrial fission ; GO:0000266 | <newline> peroxisome fission ; GO:0016559 | <newline> endocytosis ; GO:0006897 | <newline> ventral furrow formation ; GO:0007370 | <newline> mitochondrion localization ; GO:0051646 | <newline> intracellular distribution of mitochondria ; GO:0048312 | <newline> lymph gland crystal cell differentiation ; GO:0035170 | <newline> sperm mitochondrion organization ; GO:0030382 | <newline> mitochondrion organization ; GO:0007005 |,mitochondrion ; GO:0005739 | located_in inferred from direct assay <newline> microtubule ; GO:0005874 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000170013 <newline> membrane ; GO:0016020 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000170013 <newline> mitochondrion ; GO:0005739 | is_active_in inferred from direct assay <newline> mitochondrion ; GO:0005739 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002480309 <newline> cytoplasm ; GO:0005737 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN000170013 <newline> mitochondrion ; GO:0005739 | <newline> microtubule ; GO:0005874 | <newline> membrane ; GO:0016020 | <newline> cytoplasm ; GO:0005737 |,"microtubule binding ; GO:0008017 | enables inferred from biological aspect of ancestor with PANTHER:PTN000170013 <newline> GTPase activity ; GO:0003924 | enables inferred from biological aspect of ancestor with PANTHER:PTN000170013 <newline> GTP binding ; GO:0005525 | enables inferred from electronic annotation with InterPro:IPR001401, InterPro:IPR003130, InterPro:IPR030381 inferred from electronic annotation with InterPro:IPR003130 <newline> GTPase activity ; GO:0003924 | enables inferred from electronic annotation with InterPro:IPR001401, InterPro:IPR003130 inferred from electronic annotation with InterPro:IPR003130 <newline> microtubule binding ; GO:0008017 | <newline> GTPase activity ; GO:0003924 | <newline> GTP binding ; GO:0005525 |",Hsap\MFN2 <newline> Hsap\MX2 <newline> Hsap\OPA1 <newline> Hsap\DNM3 <newline> Hsap\DNM1 <newline> Hsap\DNM2 <newline> Hsap\MX1 <newline> Hsap\MFN1 <newline> Hsap\DNM1L <newline> Hsap\DNM1P34 <newline> Hsap\DNM1P46,2585430,2581281,Mmus\Dnm3 <newline> Mmus\Mfn1 <newline> Mmus\Mfn2 <newline> Mmus\Dnm1 <newline> Mmus\Dnm1l <newline> Mmus\Opa1 <newline> Mmus\Dnm2 <newline> Mmus\Mx1 <newline> Mmus\Mx2,Dynamin related protein 1,Drp1
FBgn0033996,FBtr0310140,FBtr0310140,down - up,-0.270122957,0.270122957,0.0879049,-3.072899893,0.027995906,,,FBtr0310140,CG11807-RC,CG11807,REFSEQ:NM_001274062,CG11807-RC,FBgn0033996,FBgn0033996,CG11807,,outer dynein arm assembly ; GO:0036158 | involved_in inferred from biological aspect of ancestor with PANTHER:PTN000833961 <newline> outer dynein arm assembly ; GO:0036158 |,cytoplasm ; GO:0005737 | is_active_in inferred from biological aspect of ancestor with PANTHER:PTN002496044 <newline> cytoplasm ; GO:0005737 |,"integrin binding ; GO:0005178 | enables inferred from electronic annotation with InterPro:IPR037904 <newline> dynein heavy chain binding ; GO:0045504 | enables inferred from biological aspect of ancestor with PANTHER:PTN000833961 <newline> phosphatidylinositol binding ; GO:0035091 | enables inferred from electronic annotation with InterPro:IPR001683, InterPro:IPR036871, InterPro:IPR037904 <newline> alpha-tubulin binding ; GO:0043014 | enables inferred from biological aspect of ancestor with PANTHER:PTN000833961 <newline> integrin binding ; GO:0005178 | <newline> dynein heavy chain binding ; GO:0045504 | <newline> phosphatidylinositol binding ; GO:0035091 | <newline> alpha-tubulin binding ; GO:0043014 |",Hsap\NISCH <newline> Hsap\PHLPP1 <newline> Hsap\SNX24 <newline> Hsap\LRRC8E <newline> Hsap\SNX10 <newline> Hsap\SNX27 <newline> Hsap\LRRCC1 <newline> Hsap\LRRC7 <newline> Hsap\SNX20 <newline> Hsap\TLR10 <newline> Hsap\SNX29 <newline> Hsap\DRC3 <newline> Hsap\STK11IP <newline> Hsap\SGK3 <newline> Hsap\SNX22 <newline> Hsap\LRRIQ4 <newline> Hsap\SCRIB <newline> Hsap\ERBIN <newline> Hsap\SNX31 <newline> Hsap\SNX17 <newline> Hsap\KIF16B <newline> Hsap\PPP1R7 <newline> Hsap\MFHAS1 <newline> Hsap\LRRC1 <newline> Hsap\LRRC9 <newline> Hsap\CEP97 <newline> Hsap\FLII <newline> Hsap\LRRC59 <newline> Hsap\C8orf44-SGK3,15204466,15201253,Mmus\Nisch <newline> Mmus\Stk11ip <newline> Mmus\Snx29 <newline> Mmus\Kif16b <newline> Mmus\Sgk3 <newline> Mmus\Snx11 <newline> Mmus\Lrrc59 <newline> Mmus\Lrrc7 <newline> Mmus\Snx17 <newline> Mmus\Rabggta <newline> Mmus\Scrib <newline> Mmus\Lrrc40 <newline> Mmus\Flii <newline> Mmus\Ppp1r7 <newline> Mmus\Cep97 <newline> Mmus\Snx22 <newline> Mmus\Snx27 <newline> Mmus\Snx31 <newline> Mmus\Snx24 <newline> Mmus\Drc3 <newline> Mmus\Lrrc49 <newline> Mmus\Snx10,-,CG11807
FBgn0033906,FBtr0087525,FBtr0087525,down - up,0.268093816,0.268093816,0.077865741,3.443026586,0.030221511,,,FBtr0087525,CG8331-RA,ReepB,REFSEQ:NM_137092,ReepB-RA,FBgn0033906,FBgn0033906,CG8331,-,regulation of intracellular transport ; GO:0032386 | involved_in inferred from sequence or structural similarity with MGI:MGI:1917585 <newline> endoplasmic reticulum organization ; GO:0007029 | involved_in inferred from mutant phenotype <newline> regulation of intracellular transport ; GO:0032386 | <newline> endoplasmic reticulum organization ; GO:0007029 |,axon ; GO:0030424 | located_in inferred from direct assay <newline> endomembrane system ; GO:0012505 | located_in inferred from high throughput direct assay <newline> endoplasmic reticulum ; GO:0005783 | located_in inferred from direct assay <newline> axon ; GO:0030424 | <newline> endomembrane system ; GO:0012505 | <newline> endoplasmic reticulum ; GO:0005783 |,molecular_function ; GO:0003674 | enables no biological data available <newline> molecular_function ; GO:0003674 |,Hsap\REEP5 <newline> Hsap\REEP6 <newline> Hsap\REEP4 <newline> Hsap\REEP3 <newline> Hsap\REEP2 <newline> Hsap\REEP1,14172998,14170462,Mmus\Reep5 <newline> Mmus\Reep3 <newline> Mmus\Reep2 <newline> Mmus\Reep1 <newline> Mmus\Reep4 <newline> Mmus\Reep6,Receptor expression enhancing protein B,ReepB
FBgn0259740,FBtr0304667,FBtr0304667,down - up,0.266649286,0.266649286,0.059245763,4.500731742,0.000302142,,,FBtr0304667,CG42394-RC,CG42394,REFSEQ:NM_001260106,CG42394-RC,FBgn0259740,FBgn0259740,CG42394,,biological_process ; GO:0008150 | involved_in no biological data available <newline> biological_process ; GO:0008150 |,cellular_component ; GO:0005575 | is_active_in no biological data available <newline> cellular_component ; GO:0005575 |,molecular_function ; GO:0003674 | enables no biological data available <newline> molecular_function ; GO:0003674 |,Hsap\TYROBP,10851788,10849825,-,-,CG42394
